id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
JOIRB_rabeat-al-koorah_jenien-essafa,جنين الصفا,Jenien Essafa,jenien-essafa,JOIRB_rabeat-al-koorah_jenien-essafa,32.475,35.814
JOIRB_rabeat-al-koorah_kofor-kiefia,كفر كيفيا,Kofor Kiefia,kofor-kiefia,JOIRB_rabeat-al-koorah_kofor-kiefia,32.475,35.814
JOIRB_rabeat-al-koorah_rkhayyem,ارخيم,Rkhayyem,rkhayyem,JOIRB_rabeat-al-koorah_rkhayyem,32.475,35.814
JOIRB_rabeat-al-koorah_sammo,سموع,Sammo',sammo,JOIRB_rabeat-al-koorah_sammo,32.475,35.814
JOIRB_rabeat-al-koorah_zmal,زمال,Zmal,zmal,JOIRB_rabeat-al-koorah_zmal,32.475,35.814
